,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Macro_Group_Label
5252,0201-03-21,http://www.marketwatch.com/story/april-gold-up-550-or-05-to-123950oz-after-high-above-1241-2017-03-21,"April gold up $5.50, or 0.5%, to $1,239.50/oz after high above $1,241",1,0,0,0,1,0,positive,29,16,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Gold Price Fluctuations and Trends
5253,14-10-2011,https://economictimes.indiatimes.com/markets/commodities/gold-futures-gain-0-24-pc-on-global-cues/articleshow/10353892.cms,gold futures gain 0.24 pc on global cues,1,0,0,0,1,0,positive,38,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",7,Gold Market Price Fluctuations and News
5254,31-05-2017,http://www.marketwatch.com/story/gold-prices-score-a-monthly-gain-of-roughly-06-2017-05-31,Gold prices score a monthly gain of roughly 0.6%,1,0,0,0,1,0,positive,5,20,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Futures: Price Fluctuations & Trends
5255,01-08-2014,http://www.marketwatch.com/story/gold-rebounds-friday-but-posts-third-weekly-loss-2014-08-01,gold rebounds friday but posts third weekly loss,1,0,1,0,1,0,positive,-1,-1,"[-3.260684306237584, -4.313063121078413, -3.5266698681018513, -3.419064521261618, -4.530133341633589, -3.434842939584214, -3.815255666217538, -5.153143723890602, -3.14679612796621, -4.600737106715714, -4.2772775914472065, -2.4333607140216915, -6.172798288144356, -5.12413220481168, -3.239435849241674, -4.208050041213682, -6.02244447319113, -3.928847949140345, -6.373612909099379, -6.303502317053571]",11,"Gold Market: Trends, Fluctuations, and Outlook"
5256,31-05-2018,https://www.metalsdaily.com/link/280074/this-is-when-gold-will-soar.htm,this is when gold will soar,0,0,0,0,1,0,none,0,5,"[-2.479855765458698, -2.895677901546754, -0.8002947084180796, -3.1725563580826086, -3.8645652188978996, -3.4986389275068395, -3.2187443118294015, -4.276811658022052, -4.301523869451965, -3.799884653933261, -4.323034967728484, -2.469769250308924, -5.504929240585299, -3.7510799323041346, -3.4438207644049457, -4.001688887897032, -5.28729041808358, -3.1758989281020606, -5.775128201036143, -5.713722047349796]",2,Gold Price Fluctuations and Market Factors
5257,04-03-2016,http://www.marketwatch.com/story/gold-logs-13-month-closing-high-as-jobs-report-fails-to-deflate-metals-rally-2016-03-04,gold logs 13-month closing high as jobs report fails to deflate metal's rally,1,0,0,0,1,0,positive,42,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",8,Gold Market Price Fluctuations and News
5258,08-06-2018,https://www.metalsdaily.com/link/280407/jinbi-token-creates-safe-haven-for-gold-assets.htm,jinbi token creates safe haven for gold assets,0,0,0,0,1,0,none,-1,-1,"[-3.398839660964092, -3.801199986146089, -2.917572475537911, -4.353470499923184, -5.092113831420067, -4.5673428765633215, -4.531477151918641, -5.563566019437922, -5.510360400562358, -4.850562698911486, -5.456420875623093, -3.7122420128277094, -6.7897245195277804, -4.7119306112618995, -4.597017136942734, -5.139053004030462, -6.575448835457419, -3.975671036093151, -7.127316774867506, -7.010231365206096]",2,"Gold Market: Trends, Fluctuations, and Outlook"
5259,03-08-2016,http://www.marketwatch.com/story/gold-holds-modest-decline-after-adp-report-shows-us-added-179k-jobs-2016-08-03,Gold holds modest decline after ADP report shows U.S. added 179k jobs,0,0,1,0,1,0,negative,14,4,"[-0.9160092040674597, -4.140111406625907, -3.2103834618057236, -3.3785197673327354, -4.095007738176436, -4.230225888143246, -3.684960145950678, -4.655808989623786, -4.807058031447404, -4.388320356068626, -4.502549034090877, -1.5871218499673818, -5.712121028359548, -4.860872866787585, -3.6860759648780093, -3.476072092902246, -5.661304538468999, -3.529527143121035, -6.217003608331715, -5.95674643014462]",0,Gold Price Fluctuations and Data
5260,07-03-2018,http://www.investing.com/news/commodities-news/gold-prices-hold-steady-near-112-week-highs-1328692,Gold Prices Hold Steady Near 1-1/2 Week Highs,1,1,0,0,1,0,positive,2,5,"[-2.40707751020917, -3.849751791272747, -3.0320814973616277, -2.772980591537359, -3.9756243592203306, -3.451588383969928, -3.4267038874323736, -4.58771818812745, -3.951547289575569, -4.084401549992418, -3.9773989898447533, -2.4939763605621987, -5.572589852378211, -4.649206944176486, -1.1141068676188355, -3.8324379079326776, -5.424136966336611, -3.286135949325075, -5.940733589936369, -5.683994077232999]",14,Gold Price Fluctuations and Market Factors
5261,30-11-2007,http://www.marketwatch.com/story/feb-gold-ends-down-1320-at-78910-an-ounce-on-nymex-2007-11-30,feb. gold ends down $13.20 at $789.10 an ounce on nymex,0,0,1,0,1,0,negative,22,10,"[-3.191779372422138, -3.9481416473688355, -3.32103275442364, -3.5825837748499727, -1.8198602829517379, -3.972643187606618, -3.1257169176304367, -4.149201074821924, -4.762144435898813, -4.712092682532123, -4.765093109997204, -2.983762643867458, -4.971668758782817, -4.688628299664471, -3.9951915467754513, -4.649690920078353, -4.309987207340963, -3.929110249013204, -5.285949579892012, -5.0457386986022055]",4,Fluctuations in Gold Prices
5262,25-08-2011,https://www.moneycontrol.com/news/business/markets/-2066011.html,gold sees biggest single-day slump; falls by rs 1840/10 gm,0,0,1,0,1,0,negative,42,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",8,Gold Market Price Fluctuations and News
5263,16-09-2016,http://www.investing.com/news/commodities-news/gold-little-changed-with-eyes-on-u.s.-data-426605,Gold little changed with eyes on U.S. data,0,1,0,0,1,0,neutral,-1,-1,"[-1.9178479988252453, -4.204986777448902, -3.331801297099319, -3.2711314179027062, -4.319311411522582, -4.291140580873057, -3.8916615723883763, -4.900242742395674, -4.880416709301511, -4.373262804241294, -4.5403296607499515, -2.320813678043127, -5.968770292828747, -4.941294054815896, -3.592813922202917, -3.7351539501958646, -5.901308251336434, -3.4239904224883997, -6.456906301860372, -6.179917162999376]",0,"Gold Market: Trends, Fluctuations, and Outlook"
5264,15-03-2017,http://www.marketwatch.com/story/april-gold-off-4-or-03-at-119860oz-2017-03-15,"April gold off $4, or 0.3%, at $1,198.60/oz.",0,0,1,0,1,0,negative,29,16,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Gold Price Fluctuations and Trends
5265,27-04-2017,http://www.marketwatch.com/story/june-gold-edges-up-by-170-or-01-to-settle-at-126590oz-2017-04-27,"June gold edges up by $1.70, or 0.1%, to settle at $1,265.90/oz",1,0,0,0,1,0,positive,10,8,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547]",18,Gold Price Fluctuations & Fed Influence
5266,24-10-2017,http://www.marketwatch.com/story/give-gold-stocks-a-rest-and-stick-with-breakout-steel-says-mkm-2017-10-23,"Give gold stocks a rest, and stick with breakout steel - here's why, says MKM",0,0,0,0,1,0,none,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
5267,20-05-2015,"http://www.investing.com/news/commodities-news/gold-inches-up-ahead-of-fed-minutes,-as-greece-continues-to-weigh-342765","Gold inches up ahead of Fed minutes, as Greece continues to weigh",1,0,0,0,1,0,positive,1,5,"[-1.5921257784719223, -3.094957607972669, -2.543052867582826, -2.732064378554642, -3.62598040166844, -3.3559828822430235, -3.147100240184745, -4.157482991234358, -4.224465442548902, -3.684089357485435, -4.062172523695438, -2.3514475913697415, -5.275046278309868, -3.8377327281449993, -3.0833771679633033, -3.6359367600373376, -5.074384021750188, -1.6335745441891436, -5.697430465652441, -5.445461635973807]",0,Gold Price Fluctuations and Market Factors
5268,24-03-2017,http://www.marketwatch.com/story/gold-futures-tally-a-weekly-gain-of-roughly-15-2017-03-24,Gold futures tally a weekly gain of roughly 1.5%,1,0,0,0,1,0,positive,5,20,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Futures: Price Fluctuations & Trends
5269,28-01-2019,https://www.thehindubusinessline.com/markets/gold/wedding-buzz-keeps-gold-firm-at-rs-3365010-gram/article26111863.ece,"Wedding buzz keeps gold firm at Rs 33,650",0,1,0,0,1,0,neutral,-1,-1,"[-2.9626738990421275, -3.1639430905703847, -2.8526452408411127, -3.473520434925343, -4.207068163738895, -3.550417442758181, -3.515265117636857, -4.643847442728613, -4.668753742917623, -4.290538281196062, -4.70672624331577, -2.7535644979627607, -5.945771831909345, -3.896143880860472, -3.809692873202882, -4.497517935276517, -5.7054712714613105, -3.54613954411588, -6.125665956183651, -6.043081746530225]",11,"Gold Market: Trends, Fluctuations, and Outlook"
5270,18-10-2017,https://www.moneycontrol.com/news/business/personal-finance/equity-markets-at-new-highs-should-you-invest-in-stocks-gold-or-fixed-income-2415485.html,"diwali 2017: should you invest in stocks, gold or fixed income?",0,0,0,0,0,1,none,-1,-1,"[-3.321570400793577, -2.656355801518826, -3.2709539218675836, -3.928353358792659, -4.486026805925437, -3.3949875161205885, -3.8581749884907643, -4.848402677368048, -5.164133183212845, -4.6903718645607215, -5.144309743519585, -3.2411130022096586, -6.165356467877466, -3.79238034576088, -4.331680133188606, -4.9100269498509075, -5.924140083491362, -3.9190791195782837, -6.414858986020125, -6.3392937488315635]",1,"Gold Market: Trends, Fluctuations, and Outlook"
5271,10-11-2005,http://www.marketwatch.com/story/gold-futures-head-higher-for-a-fourth-session-2005-11-10,gold futures head higher for a fourth session,1,0,0,0,1,0,positive,5,20,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Futures: Price Fluctuations & Trends
5272,0200-04-29,http://www.marketwatch.com/story/june-gold-down-2070-to-87480-an-ounce-on-nymex-2008-04-29,june gold down $20.70 to $874.80 an ounce on nymex,0,0,1,0,1,0,negative,22,10,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",4,Fluctuations in Gold Prices
5273,29-11-2018,https://www.metalsdaily.com/link/287393/scotia-mocatta-gold-silver-marketwatch.htm,scotia mocatta : gold & silver marketwatch,0,0,0,1,1,0,none,7,17,"[-3.900896774098665, -4.1708777795748455, -3.775717211797796, -4.144745088080311, -4.718555267413534, -4.5135394913914215, -3.9553986298924784, -5.010452048063206, -5.521507372997324, -5.009829374218668, -5.472552317166692, -3.4222554810135835, -6.3376100857033295, -4.53366057050966, -4.718855577311509, -5.370887192548662, -6.27587253202807, -4.558431508321603, -6.574102989000688, -6.524308540791075]",11,**Gold Price Fluctuations and Trends**
5274,11-08-2017,http://www.marketwatch.com/story/gold-pares-gain-slightly-after-inflation-report-2017-08-11,Gold pares gain slightly after inflation report,1,0,0,0,1,0,positive,14,4,"[1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",0,Gold Price Fluctuations and Data
5275,05-11-2018,https://www.metalsdaily.com/link/286592/charts-gold-price-topping-again-soonstocks-in-rally-mode.htm,charts : gold price topping again soon-stocks in rally mode,0,0,0,0,1,0,none,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
5276,10-12-2008,http://www.marketwatch.com/story/february-gold-ends-up-3460-at-80880-an-ounce-on-nymex,february gold ends up $34.60 at $808.80 an ounce on nymex,1,0,0,0,1,0,positive,22,10,"[-3.191739785846059, -3.948100993005589, -3.3209939129761676, -3.582545880128796, -1.819948065480177, -3.972604042264362, -3.125678423400469, -4.149159638535617, -4.762107607798157, -4.71205309725693, -4.765055181657203, -2.9837242947809997, -4.971630126267132, -4.688587375745859, -3.995154118658735, -4.649651587248659, -4.309954176964687, -3.929070227514664, -5.285913831057534, -5.0457044081862215]",4,Fluctuations in Gold Prices
